Continent,Country,Year,Sex,NewHIVCases
Africa,Ethiopia,2022,Male,3200 [1600 – 7200]
Africa,Ethiopia,2021,Male,3600 [1800 – 8200]
Africa,Ethiopia,2020,Male,3700 [1800 – 8300]
Africa,Ethiopia,2019,Male,4500 [2200 – 10 000]
Africa,Ethiopia,2018,Male,5000 [2500 – 11 000]
Africa,Ethiopia,2017,Male,5700 [2800 – 13 000]
Africa,Ethiopia,2016,Male,6400 [3200 – 14 000]
Africa,Ethiopia,2015,Male,6700 [3300 – 15 000]
Africa,Ethiopia,2014,Male,7500 [3700 – 17 000]
Africa,Ethiopia,2013,Male,8100 [4000 – 18 000]
Africa,Ethiopia,2012,Male,9200 [4600 – 21 000]
Africa,Ethiopia,2011,Male,11 000 [5300 – 24 000]
Africa,Ethiopia,2010,Male,12 000 [5900 – 27 000]
Africa,Ethiopia,2009,Male,13 000 [6600 – 30 000]
Africa,Ethiopia,2008,Male,14 000 [7200 – 33 000]
Africa,Ethiopia,2007,Male,16 000 [7800 – 35 000]
Africa,Ethiopia,2006,Male,17 000 [8400 – 38 000]
Africa,Ethiopia,2005,Male,18 000 [9100 – 42 000]
Africa,Ethiopia,2004,Male,20 000 [9900 – 45 000]
Africa,Ethiopia,2003,Male,22 000 [11 000 – 50 000]
Africa,Ethiopia,2002,Male,24 000 [12 000 – 54 000]
Africa,Ethiopia,2001,Male,27 000 [13 000 – 60 000]
Africa,Ethiopia,2000,Male,29 000 [14 000 – 66 000]
Africa,Ethiopia,1999,Male,32 000 [16 000 – 72 000]
Africa,Ethiopia,1998,Male,35 000 [17 000 – 79 000]
Africa,Ethiopia,1997,Male,38 000 [19 000 – 85 000]
Africa,Ethiopia,1996,Male,42 000 [21 000 – 95 000]
Africa,Ethiopia,1995,Male,46 000 [23 000 – 100 000]
Africa,Ethiopia,1994,Male,52 000 [26 000 – 120 000]
Africa,Ethiopia,1993,Male,57 000 [28 000 – 130 000]
Africa,Ethiopia,1992,Male,58 000 [29 000 – 130 000]
Africa,Ethiopia,1991,Male,56 000 [28 000 – 130 000]
Africa,Ethiopia,1990,Male,50 000 [25 000 – 110 000]
